x1,y1,x2,y2,x3,y3,x4,y4
51.2038911373,83.3397766053,47.6952008891,95.2411869282,58.2136082599,91.881891513,55.3846,97.1795
58.9744699018,85.499817612,44.6099759113,93.075835032,58.1960536923,92.2149886482,51.5385,96.0256
51.8720726696,85.8297376348,43.8563814822,94.0858717713,58.7182307185,90.310532087,46.1538,94.4872
48.1799307865,85.0451167372,41.5789293984,90.3035665387,57.27837287,89.9076067166,42.8205,91.4103
41.6832004024,84.0179406019,49.1774185559,96.6105324538,58.082020494,92.0081450101,40.7692,88.3333
37.8904155015,82.5674929978,42.6522509813,90.5606397307,57.4894477748,88.0852855629,38.7179,84.8718
39.5489736947,80.812601774,30.1233318217,81.1442953304,28.088741319,63.5107944263,35.641,79.8718
39.6495738769,82.6645338713,31.915519986,79.7904134869,28.0854682136,63.5901969481,33.0769,77.5641
34.7505970472,80.0110909897,27.8877193574,75.4455759934,28.087273053,63.1232828116,28.9744,74.4872
27.560835291,72.8478255927,27.5482344526,75.1647590544,27.5780252176,62.8210386566,26.1538,71.4103
24.6355399754,71.6107148256,20.2097781637,67.5166420988,27.7799191139,63.518147517,23.0769,66.4103
20.9594648125,66.0414983826,24.4434528292,54.4736551228,28.5889998149,63.0240805653,22.3077,61.7949
20.6891490538,62.7213052064,24.6308301331,53.3957388998,28.7391414969,62.7208638859,22.3077,57.1795
19.2882047369,62.0630593582,21.0379688969,49.829299645,27.0246032407,62.9018588649,23.3333,52.9487
20.0245005746,61.3426238695,27.106242932,54.7195531488,28.8013366963,63.389040388,25.8974,51.0256
35.4695229971,43.1158849517,28.0896176553,60.512212549,27.186463838,63.5587296478,29.4872,51.0256
36.8943276507,47.7065559687,31.1357349152,61.4319127116,29.2851466002,63.3836058254,32.8205,51.0256
39.0555497751,55.5469737131,37.700837521,68.4184052804,39.4029453026,51.1508571967,35.3846,51.4103
46.9570801494,65.2404073935,43.3926884016,43.5975940692,28.8113284396,61.3578540576,40.2564,51.4103
37.3104527352,45.2587508999,51.2623974761,49.6665051258,34.3039579069,56.5421259093,44.1026,52.9487
40.0096720019,60.9865825077,43.2867129203,43.0568603208,29.6027609801,60.157346722,46.6667,54.1026
48.0143866846,65.7128195934,55.9059162338,54.2526725342,49.1161568603,63.6600006211,50,55.2564
53.7037759268,66.3894820363,50.198958949,52.2250295948,39.6175458263,62.9251879574,53.0769,55.641
63.0674998921,64.0350004581,55.761587372,54.0305172396,43.23308466,63.1652187223,56.6667,56.0256
62.0480325076,63.8458632494,58.3231396505,60.0310591646,64.8927879422,65.8141767574,59.2308,57.9487
59.8399667124,64.4767644437,70.171457528,70.2822212385,62.4901493154,74.5842896072,61.2821,62.1795
55.1609418175,65.2373081694,60.600276471,59.7533088802,68.9880844294,63.232147305,61.5385,66.4103
61.2797865792,65.766402504,63.7602750188,61.1856411696,62.1056186306,75.9908707599,61.7949,69.1026
60.8349175348,64.6037697063,54.3894952619,53.811901225,32.4618467439,62.8819029189,57.4359,55.2564
61.5205906458,64.7918550418,55.2412969947,52.5935746267,41.3272006535,49.0702512739,54.8718,49.8718
36.916543863,41.0952474383,49.0701267502,48.8969446811,44.0071499323,46.4496737846,52.5641,46.0256
38.5021996714,41.5671556174,46.0181190216,46.2577233718,44.0740606888,34.5532038906,48.2051,38.3333
48.6643707344,30.6806668519,44.7595874356,41.9746066134,44.0013152386,33.9042073544,49.4872,42.1795
50.2852524042,30.3379221051,51.6006241332,50.0324668853,45.0063004454,38.2990195507,51.0256,44.1026
42.276332666,34.5276361236,36.4658820182,35.5241876075,44.4438406096,36.0190833012,45.3846,36.4103
54.0317756204,29.6723483149,33.394798732700004,35.0168013145,42.1787133986,26.492119482,42.8205,32.5641
37.3293552552,39.6020423074,37.5800715749,38.8315722007,44.0445656189,35.6622382764,38.7179,31.4103
41.389522551,37.2960562328,36.619722059,36.8114141094,41.6404540171,27.0930954213,35.1282,30.2564
40.0746666572,34.6236852027,36.1634664356,33.819314199,41.9383300069,24.9915229793,32.5641,32.1795
35.3496806211,47.1410731332,33.1677570349,31.2477411672,44.0539275103,33.5563924949,30,36.7949
34.7637004189,47.6247999245,42.6449829318,40.1543216386,39.2067193308,51.5337156971,33.5897,41.4103
37.0266294472,44.4622930512,47.2250252695,44.5756466185,28.7044492315,61.7775254006,36.6667,45.641
36.4555695327,40.791843032,48.3923630032,50.3315285645,31.7086628996,58.837754374,38.2051,49.1026
35.5376642131,48.7293868661,27.2451932001,29.8195074488,42.8117114739,30.0204484197,29.7436,36.0256
20.4089478892,32.2030304205,30.4043143388,29.0795399241,43.300614891,31.5264261979,29.7436,32.1795
23.4957104659,25.3224681542,30.0807992865,27.5880255173,40.3986329069,16.3470083822,30,29.1026
29.5575433634,21.3647774591,33.9806339675,35.0330581489,40.4356915763,20.2326706762,32.0513,26.7949
33.0082339121,15.9850714584,34.2506117649,34.4415865654,40.9365466658,16.9130048364,35.8974,25.2564
53.9803991821,29.3509867092,51.1411835714,20.6183237784,39.6615736653,15.609355577,41.0256,25.2564
52.2343086004,29.711672986500002,49.899592066,19.5640835356,40.899259175,20.7985289466,44.1026,25.641
59.5030766063,30.6696739448,55.5898773424,26.2992451143,41.9686168283,26.4970725985,47.1795,28.718
41.1637810689,34.3157582514,55.4820563581,22.8274662445,40.3834058238,21.3912255247,49.4872,31.4103
48.9930401201,32.0303588363,63.5729393821,32.9386176053,56.5381264538,32.4442454697,51.5385,34.8718
59.2692803248,29.6407017654,59.0250770848,28.3220858801,52.9706912828,29.0401966941,53.5897,37.5641
45.4691770035,33.8311927323,62.4237785929,33.4865952868,54.6209525885,30.3445244537,55.1282,40.641
62.6912665406,30.2903738312,47.849907703,48.556624645,65.0990443941,27.2415575588,56.6667,42.1795
73.4286708654,48.5778551303,52.2685616825,52.8052401961,63.0559909076,29.7090956748,59.2308,44.4872
70.846426107,52.282253331,68.8510215758,39.573434273,70.9601362323,41.2595012867,62.3077,46.0256
71.5390198495,45.5218061588,65.6763960251,35.1093154301,69.8958192404,43.4537592655,64.8718,46.7949
67.6208658884,38.0065584658,77.7468851148,47.3718241139,70.5958928563,41.9647438672,67.9487,47.9487
72.4709525633,51.1221348241,80.352934115,47.8002988852,69.6470214273,44.044445022,70.5128,53.718
64.8122375621,62.8109155873,60.3375864858,63.0349593272,77.392982494,63.3714590552,71.5385,60.641
60.8536798727,65.4991470327,61.6587233282,64.1000234779,64.4007871926,67.4487184472,71.5385,64.4872
67.7894961571,61.3637015467,71.5450389858,72.657716331,63.8689598271,70.2137388333,69.4872,69.4872
41.6095572691,83.8486865559,49.0409566406,77.3625832678,56.5944213157,86.9270062202,46.9231,79.8718
53.0030253202,84.6747986012,51.8868880222,80.1136076892,56.5313372853,87.4998110713,48.2051,84.1026
54.7141710591,84.0431280734,57.968981435,85.3560457326,59.6521583697,87.8094615921,50,85.2564
44.2916687157,82.9094412144,54.855664646,83.7833976656,56.6365087005,85.637495556,53.0769,85.2564
49.1917219555,85.8762291224,54.1331954613,83.7939960824,58.6722880025,90.077160307,55.3846,86.0256
53.1013817819,84.5476586881,51.3088252568,80.1363911553,58.2216127264,90.4110187715,56.6667,86.0256
51.599848153,84.8198214898,61.1203943844,88.7040529069,57.9146644768,89.9538027677,56.1538,82.9487
54.3797219484,84.2403555494,55.5638650304,85.810375144099993,55.3155090581,80.2518606944,53.8462,80.641
46.4807681047,83.518211666,55.044123361,83.5414106324,54.5757285877,77.5362884724,51.2821,78.718
53.174656268,84.2605679876,50.4441853247,78.1958883115,54.4130936504,78.2290865878,50,78.718
45.272002941,85.2370794195,43.8277089981,71.0470522123,55.0745059041,79.8175464166,47.9487,77.5641
36.03340215,53.371687755,37.7914323802,66.8546410275,29.4329605156,60.8017765444,29.7436,59.8718
28.2711941653,72.840231257,29.292783111,59.79199693,29.4226860665,63.0684648229,29.7436,62.1795
25.0548060847,71.5485979221,32.1920969515,60.2006509147,29.0056141576,63.3907513334,31.2821,62.5641
64.7588870014,82.3152236405,51.4339355233,99.2568672885,58.4618385916,90.2653263904,57.9487,99.4872
63.1445274767,85.2366963264,67.4641398118,95.999963905,57.997804739,92.1599086113,61.7949,99.1026
50.4246786898,85.1747475891,65.1507052757,92.502633736799993,57.5494740761,90.7489065581,64.8718,97.5641
70.6449962629,82.4309187567,65.5834276962,93.5170609365,59.5299284566,88.3272741451,68.4615,94.1026
63.1490490834,83.9468553485,69.2889731377,99.5795911254,58.2493910631,92.1296814778,70.7692,91.0256
62.8240245172,84.9661859507,81.2694405511,80.635944933,58.0245140126,91.6944211685,72.0513,86.4103
70.236869515,82.1711510621,78.5757448361,76.8157030942,58.3821244904,90.5534760692,73.8462,83.3333
70.0427352449,80.3850213547,74.1867734997,74.3442041467,62.5667590405,77.7439347591,75.1282,79.1026
72.5706234458,80.9712184346,72.622209414,74.5269656511,72.1758243064,63.1289294176,76.6667,75.2564
75.1307160373,79.9840931403,75.1415195918,73.8196684648,79.4727615693,63.4086861199,77.6923,71.4103
83.2939057345,70.7784317876,75.168667839,73.9004448762,80.3577008812,63.2954375404,79.7436,66.7949
79.6642622775,73.9323097157,85.3242028911,55.3885788252,78.7572361375,53.3326200111,81.7949,60.2564
88.4321025254,64.6242470023,84.090507598,56.301968006,82.5402395934,56.5410522935,83.3333,55.2564
89.1155590082,64.0015066388,86.2562238205,55.8309303793,86.4358971909,59.7927618087,85.1282,51.4103
89.0921976305,57.768193047,92.5487933153,42.9019079116,79.4886844186,53.6516742641,86.4103,47.5641
91.7260057727,52.6233532573,90.3426345089,37.7803861004,81.5304203188,56.0253645659,87.9487,46.0256
91.7355387598,48.9702108877,85.8191629042,37.5713861819,79.1867885665,53.2347918468,89.4872,42.5641
91.5078881747,53.3126520851,90.4418181137,40.1331134204,77.8990579454,51.8224583343,93.3333,39.8718
88.239001904,31.4774348786,92.0175590822,39.9179311324,75.1307142075,23.3724419733,95.3846,36.7949
88.5305192041,30.4760310098,95.2605278366,46.008830272,76.0580137544,16.383749688200002,98.2051,33.718
55.3651603364,30.4458502777,41.2902998033,42.3115524113,57.6146743876,33.8224476502,56.6667,40.641
62.5602588694,30.4471356661,66.4313243161,36.5361097353,56.1713975295,32.1179887719,59.2308,38.3333
58.0066691227,30.2537212987,63.9863468858,32.7134316129,66.2878905956,26.1171097453,60.7692,33.718
55.0671179917,29.0115351997,61.2696820905,29.3857240482,67.8817196169,24.2360184109,63.0769,29.1026
61.6147759612,29.9943911942,60.7493891909,28.0517363383,64.0280813016,27.6726855125,64.1026,25.2564
68.5431435378,35.6578321706,64.6552305634,16.6122765086,77.4966517463,14.9485235577,64.359,24.1026
77.7061096487,20.3042601852,68.6382807138,18.5080128963,77.6346517616,14.461853927,74.359,22.9487
68.4530459999,13.0355285908,65.7766651568,16.7876560655,77.8637264289,14.6106776491,71.2821,22.9487
68.2572064402,12.3846391542,71.1341263421,19.3859575313,77.3381581659,15.890054658,67.9487,22.1795
70.2554746739,13.2503849689,63.7231835039,14.5214211957,76.1804165329,15.9125737458,65.8974,20.2564
65.0443252778,11.0008414785,73.0014940701,24.0738125371,77.2526510945,15.1515170246,63.0769,19.1026
60.0922466078,11.8721117093,72.436657497,20.5783451136,77.4133752817,15.2219279762,61.2821,19.1026
52.9920289667,9.90666848335,68.4127671225,19.9131265443,76.7318493982,16.2168461441,58.7179,18.3333
50.1446289773,12.2115430946,52.8583150204,20.2350610035,49.471105411800004,25.0630193062,55.1282,18.3333
46.5086141932,11.2071344881,53.5299526734,24.2419155845,42.4765399431,18.3384735636,52.3077,18.3333
43.8070319612,11.3189448865,50.7597410528,18.0893946004,43.5951158622,19.9942009773,49.7436,17.5641
57.8178546865,10.9451424306,42.53480844,10.1698684594,50.3399696652,26.4713966117,47.4359,16.0256
50.9404926595,9.69154713447,41.5303978512,13.3962907452,40.7489802561,16.1821416622,44.8718,13.718
63.4973230835,11.9140691707,46.7145179915,15.6132744651,38.3865255803,14.5802151464,48.7179,14.8718
50.0164829541,11.9338520864,48.4506176492,16.2122782224,38.4040152085,14.4519484496,51.2821,14.8718
58.6367650809,11.9747210652,59.6326101247,7.05803719901,38.7642788913,14.3655904744,54.1026,14.8718
54.7302890863,11.4128826732,61.6185682473,13.4108227184,41.4701423265,17.2780334445,56.1538,14.1026
65.8755478023,11.7324363627,48.8339891275,17.7259558674,47.1554048146,22.3779325323,52.0513,12.5641
57.0609827131,9.92056085444,45.3426531889,13.9088123935,39.5825667453,17.6484528361,48.7179,11.0256
46.819907946,10.4946526804,42.4150122932,11.6937810961,41.7402438167,17.8293243101,47.1795,9.8718
38.3593948725,13.431322624,58.9347650647,9.36920121911,39.3118718889,15.6407169743,46.1538,6.0256
47.3154157773,12.853451784,60.6836260407,10.6326415569,41.6798476925,17.7459190133,50.5128,9.4872
55.0519165396,11.9499886181,54.8117983683,6.56964870325,39.0874644519,15.1223039378,53.8462,10.2564
50.5159602579,9.76559162187,61.5868424253,11.0275858356,41.4815028637,18.0474374446,57.4359,10.2564
49.6774146514,10.3831325083,59.7160077628,11.5190968617,77.6060865492,15.1628725383,60,10.641
67.2806595188,14.1286515323,58.4163840114,5.64577748328,75.9826615205,16.3069223786,64.1026,10.641
66.1730182606,12.0379170217,59.243809528,10.5401420943,76.9457572424,15.858478334,66.9231,10.641
61.0885441374,10.0845344144,56.5943646385,8.91734404523,77.5437200743,15.253949149,71.2821,10.641
66.0530857731,13.3802260073,68.4925132247,17.9873634289,77.5847398447,15.8300393854,74.359,10.641
72.6699892655,15.2342259409,65.0059431717,15.9126686464,76.8223042562,15.5951653195,78.2051,10.641
61.503472503,10.8284144754,63.9210367078,15.6209610332,77.3485716647,15.7745292395,67.9487,8.718
68.995028632,13.9943105293,53.5129705438,5.87510952836,77.5731526867,14.7806458332,68.4615,5.2564
78.2499161658,17.8832409068,57.8328062743,9.22238462333,77.9726106776,14.9556987461,68.2051,2.9487
36.4819805699,15.1627600944,31.0329174395,28.9281418896,41.5289197586,24.9164251896,37.6923,25.7692
50.9677483784,29.6797742875,31.3332440932,32.5385694785,43.7225508034,19.0773278036,39.4872,25.3846
91.1910536059,46.6743428399,86.4015498466,38.7469331743,79.3260781751,52.9003912897,91.2821,41.5385
55.8637684939,85.3364867573,47.4421116354,98.1843018589,56.6639740815,87.9401250067,50,95.7692
49.2805947987,84.0488228306,46.2647413368,94.1161921613,57.8217892319,90.6931665489,47.9487,95
43.3685015447,84.3321772039,40.1638157437,87.4486723469,58.2431718991,92.1043278652,44.1026,92.6923
